Original,Prediction,Simplified sentences
"aside from this , cameron has often worked in christian-themed productions , among them the post-rapture films left behind : the movie , left behind ii : tribulation force , and left behind : world at war , in which he plays cameron `` buck '' williams . <eos>","the first first storage , mather with `` capixabas '' , and yancey `` '' , she played `` '' '' . <eos>","cameron has often worked in christian productions . they include left behind : the movie , left behind ii : tribulation force , and left behind : world at war . <eos>"
"the spacecraft consists of two main elements : the nasa cassini orbiter , named after the italian-french astronomer giovanni domenico cassini , and the esa huygens probe , named after the dutch astronomer , mathematician and physicist christiaan huygens . <eos>",the team of the transforming states were become the spanish of the united states . it was known as the ladakhis and the raja of skardu . <eos>,"the spacecraft 's two main elements are the nasa cassini orbiter , named after the italian-french astronomer giovanni domenico cassini , and the esa huygens probe , named after the dutch astronomer , mathematician and physicist christiaan huygens . <eos>"
"it is theoretically possible that the other editors who may have reported you , and the administrator who blocked you , are part of a conspiracy against someone half a world away they 've never met in person . <eos>",it has a stock in a stock . it is a more accurate translation in pebbles . <eos>,it may be possible that others are a part of a conspiracy against you . <eos>
"so far the 'celebrity ' episodes have included vic reeves , nancy sorrell , gaby roslin , scott mills , mark chapman , simon gregson , sue cleaver , carol thatcher , paul o'grady and lee ryan . <eos>","the polish tornado , john cazale , john cazale , chris de de de de de de muertos , chris de de de muertos , chris penn , and others . <eos>","the 'celebrity ' shows have included the following individuals : vic reeves , nancy sorrell , gaby roslin , scott mills , mark chapman , simon gregson , sue cleaver , carol thatcher , paul o'grady and lee ryan . <eos>"
"the island chain forms part of the hebrides , separated from the scottish mainland and from the inner hebrides by the stormy waters of the minch , the little minch and the sea of the hebrides . <eos>",the distance of the east river and the mediterranean sea from the east and the mediterranean sea . <eos>,the island chain is part of the hebrides . it is separated from the scottish mainland and from the inner hebrides . <eos>
"one side of the armed conflicts is composed mainly of the sudanese military and the janjaweed , a sudanese militia group recruited mostly from the afro-arab abbala tribes of the northern rizeigat region in sudan . <eos>",the most word of the east is a team of the united states of america and zschopau . <eos>,"on one side of the conflicts are the sudanese military and the janjaweed , a sudanese militia group . they are mostly recruited from the afro-arab abbala tribes . <eos>"
"the tarantula , the trickster character , spun a black cord and , attaching it to the ball , crawled away fast to the east , pulling on the cord with all his strength . <eos>","the raja , the raja of the first pencil , a team , and the first side to the year . <eos>","the tarantula spun a black cord and attached it to the ball . it crawled away fast to the east , pulling on the cord . <eos>"
"their granddaughter helene langevin-joliot is a professor of nuclear physics at the university of paris , and their grandson pierre joliot , who was named after pierre curie , is a noted biochemist . <eos>",a song of a music of seven dust is a large of life . it was a nap of the same music . <eos>,their granddaughter is a professor of nuclear physics at the university of paris and their grandson is a renowned biochemist . <eos>
"following the drummers are dancers , who often play the sogo ( a tiny drum that makes almost no sound ) and tend to have more elaborate -- even acrobatic -- choreography . <eos>",the game are a spanish game that can be used to be more than any other purified . <eos>,after the drummers are dancers with elaborate movements . they often play a tiny drum called the sogo . <eos>
"nevertheless , tagore emulated numerous styles , including craftwork from northern new ireland , haida carvings from the west coast of canada ( british columbia ) , and woodcuts by max pechstein . <eos>","in 2005 , rij-rousseau pradesh , louis de de de de de de de de de de entertainment . <eos>","nevertheless , tagore emulated numerous styles , including craftwork from northern new ireland , haida carvings from british columbia , and woodcuts by max pechstein . <eos>"
"some towns on the eyre highway in the south-east corner of western australia , between the south australian border almost as far as caiguna , do not follow official western australian time . <eos>",the team of the united states of america and secularism . <eos>,some towns on the eyre highway in southeast western australia between australia and caiguna do n't follow western australia time . <eos>
perry saturn ( with terri ) defeated eddie guerrero ( with chyna ) to win the wwf european championship ( 8:10 ) saturn pinned guerrero after a diving elbow drop . <eos>,( `` emma ) ( `` emma ) ( `` emma ) ( ) ( `` emma ) ( ) ( `` emma ) ( ) - `` zajtich '' ( ) ( `` seyss-inquart ) ( ) ( ) -<eos>,perry saturn ( with terri ) defeated eddie guerrero ( with chyna ) in the wwf european championship ( 8:10 ) saturn pinned guerrero after a diving elbow drop . <eos>
"in architectural decoration small pieces of colored and iridescent shell have been used to create mosaics and inlays , which have been used to decorate walls , furniture and boxes . <eos>",in 1984 and chinese have been used to be used for food . <eos>,"in designing small pieces of colored shells are used to make decorations which are used to decorate walls , furniture , and boxes . <eos>"
"however , the bzo differs a bit in comparison to the freedom party , as is in favor of a referendum about the lisbon treaty but against an eu-withdrawal . <eos>","the town in the early century , he is a town in the early ship . <eos>","however , the bzo is not the same as the freedom party . <eos>"
"fearing that drek will destroy the galaxy , clank asks ratchet to help him find the famous superhero captain qwark , in an effort to stop drek . <eos>",the game was seen to be the first team of fame the first first first first colony to michaels . <eos>,"fearing that drek will destroy the galaxy , a search is underway for captain qwark , to help stop drek . <eos>"
"giardia lamblia ( synonymous with lamblia intestinalis and giardia duodenalis ) is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>",killzone and sport is a more football player . <eos>,"giardia lamblia is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>"
"the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>","the district of the district is the longest of the united states of france and the council of dallas , and the raid of erzerum cathedral . <eos>",the story of christmas is based on the gospel of matthew and luke . <eos>
"jeddah is the principal gateway to mecca , islam 's holiest city , which able-bodied muslims are required to visit at least once in their lifetime . <eos>","the term is also used to be found in another , england . <eos>",muslims are required to visit mecca once in their lifetime . <eos>
"on october 14 , 1960 , presidential candidate john f. kennedy proposed the concept of what became the peace corps on the steps of michigan union . <eos>","on september 20 , december 1998 , the first of the canton is located on the northern tip of beechworth and yackandandah of the fire area . <eos>","on october 14 , 1960 , presidential candidate john f. kennedy proposed the concept for the peace corps at the michigan union . <eos>"
"the apostolic tradition , attributed to the theologian hippolytus , attests the singing of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>","the first first team , the first fifteen tengwar have been seen as the great catholic in the state , which was seen as the state of the united states . <eos>",": the apostolic tradition , attributed to the theologian hippolytus , cites of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>"
"as a result , although many mosques will not enforce violations , both men and women when attending a mosque must adhere to these guidelines . <eos>","a spanish music , a spanish station , and a lot of condensing steam . <eos>",men and women attending a mosque must follow certain guidelines . <eos>
"it was discovered by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>","it was discovered by the early extratropical wrestling , but it was discovered by the mount city on february 16 , 2008 . <eos>",stephen p. synnott noticed it in pictures from the voyager 1 space probe . <eos>
"since 2000 , the recipient of the kate greenaway medal has also been presented with the colin mears award to the value of PS5000 . <eos>",the most word of the same have been used with the growth of the river . <eos>,"since 2000 , the recipient of the kate greenaway medal has also won the PS5000 colin mears award . <eos>"
after graduation he returned to yerevan to teach at the local conservatory and later he was appointed artistic director of the armenian philarmonic orchestra . <eos>,he moved to the american match . he was given the first great assistant of the new york war . he was the first of the election . he was given to the start of the united states . <eos>,after graduation he returned to yerevan to teach at the conservatory . later he was appointed artistic director of the armenian philarmonic orchestra . <eos>
"she performed for president reagan in 1988 's great performances at the white house series , which aired on the public broadcasting service . <eos>",she was the first ecw at the world wrestling league at the world wrestling league . <eos>,"she performed for reagan in 1988 's great performances at the white house series , which aired on the public broadcasting service . <eos>"
"for example , king bhumibol was born on monday , so on his birthday throughout thailand will be decorated with yellow color . <eos>","on december 12 , 2008 was a american sitcom on february 12 , 2008 . <eos>","king bhumibol was born on a monday , so his birthday in thailand would be decorated with yellow . <eos>"
he advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline . <eos>,he also also also also have a few scientist in a mirror and a fierce lioness . <eos>,he recommends using a user-centered design process in product development cycles and also to popularize interaction design as a mainstream discipline . <eos>
each entry has a datum ( a nugget of data ) which is a copy of the datum in some backing store . <eos>,a town of the anguidae is a town in the anguidae family . <eos>,there is a copy of each datum entry in some backing store . <eos>
"ryan prosser ( born 10 july , 1988 ) is a professional rugby union player for bristol rugby in the guinness premiership . <eos>",luciano spinosi is a commune for the flower states . <eos>,"born in 1988 , ryan prosser is a professional rugby player . he plays for bristol rugby in the guinness premiership . <eos>"
the international fight league was an american mixed martial arts ( mma ) promotion billed as the world 's first mma league . <eos>,the first minaret was an american american as the world 's league . <eos>,"the international fight league was an american mma promotion , known as the world 's first mma league . <eos>"
he also completed two collections of short stories entitled the ribbajack & other curious yarns and seven strange and ghostly tales . <eos>,he was used for the food and motive between other patriots and implementations . <eos>,he also completed two short story collections . these were titled the ribbajack & other curious yarns and seven strange and ghostly tales . <eos>
"the other incorporated cities on the palos verdes peninsula include rancho palos verdes , rolling hills estates and rolling hills . <eos>",the district was on the american american region on the north states of the united states . <eos>,"the other cities on the peninsula are rancho palos verdes , rolling hills estates and rolling hills . <eos>"
"this stamp remained the standard letter stamp for the remainder of victoria 's reign , and vast quantities were printed . <eos>",this is the most known for the most popular area of quantum 's men . <eos>,this remained the standard letter stamp for the rest of victoria 's reign . vast quantities were printed . <eos>
"this was the area east of the mouth of the vistula river , later sometimes called `` prussia proper '' . <eos>","the most of the world of the modern river , and the other side of the world . <eos>","the area was east of the beginning of the vistula river . later on , some people called it `` prussia proper . '' <eos>"
alessandro ( `` sandro '' ) mazzola ( born 8 november 1942 ) is an italian former football player . <eos>,lothar ( ) ( born ) is an italian football player ( wind ) ( 1964 ) ) is an italian football player . <eos>,alessandro ( `` sandro '' ) mazzola ( born 8 november 1942 ) is an italian former footballer . <eos>
"formal minor planet designations are number-name combinations overseen by the minor planet center , a branch of the iau . <eos>","the mountain are written by the french chemical chemical , a large , although the upper country . <eos>",the minor planet center gives number name combinations to minor planets . <eos>
"on 16 june 2009 , the official release date of the resistance was announced on the band 's website . <eos>","on the north side of the planet , the north side was on the north side of the planet . <eos>","on june 16 , 2009 the official release date of the resistance was announced . it was announced on the band 's website . <eos>"
"his next work , saturday , follows an especially eventful day in the life of a successful neurosurgeon . <eos>","the movie , an android , and a town in the upper size . <eos>",next saturday is a presentation of a successful neurosurgeon . <eos>
"it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>",it is the first city of the ancient island . it was the first of the world of the cape coast of the cape coast of the cape coast of the cape coast of the cape coast . <eos>,it is located at the coast of the baltic sea and encloses the city of stralsund . <eos>
"at the voyager 2 images ophelia appears as an elongated object , the major axis pointing towards uranus . <eos>",the employee was an english route . <eos>,ophelia looks like a long item from voyager 2 images with the large part pointing toward uranus . <eos>
"like previous assessment reports , it consists of four reports , three of them from its working groups . <eos>","it was born , john cazale , it was a large of mali from the french island , from the rural french side . <eos>",it consists of four reports . three of them are from its working groups . <eos>
the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>,the town is a team in the u. s. and the family of the series . <eos>,it is likely that neptune 's great dark spot is a hole in the methane cloud deck . <eos>
it was originally thought that the debris thrown up by the collision filled in the smaller craters . <eos>,it was the first largest in the world . <eos>,the smaller craters were originally thought to be filled by collision debris . <eos>
"graham attended wheaton college from 1939 to 1943 , when he graduated with a ba in anthropology . <eos>",he was a funeral in a funeral . <eos>,graham graduated with a ba in anthropology from wheaton college . <eos>
"despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>",it was found in the 1961 season . <eos>,"in 1989 , despina was discovered from the images that were taken by the voyager 2 probe . <eos>"
"by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>",by a few and a small scale scale and died in a golden theory . <eos>,on september 30 the wind increased . <eos>
both names became defunct in 2007 when they were merged into the national museum of scotland . <eos>,iran 's first cocoa became the great rebellion of the solar river . <eos>,both names went away in 2007 when they were joined into the national museum of scotland . <eos>
she remained in the united states until 1927 when she and her husband returned to france . <eos>,in the united states of america and clarke were moved to the united states . <eos>,she remained in the united states until returning to france with her husband in 1927 . <eos>
the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>,"the first first first first asteroids of the united states on june 2005 , 2007 . <eos>","the first grand prix championship took place on september 4 , 1921 at brescia . <eos>"
"many species had vanished by the end of the nineteenth century , with european settlement . <eos>","the first of the world , the first league was made by the american league . <eos>",many species had vanished with european settlement . <eos>
"gomaespuma was a spanish radio show , hosted by juan luis cano and guillermo fesser . <eos>",koop was a spanish clergyman . <eos>,gomaespuma was a spanish radio show . it was hosted by juan luis cano and guillermo fesser . <eos>
he was also named 1982 `` sportsman of the year '' by sports illustrated . <eos>,he was a `` `` `` '' '' at the world of `` '' . <eos>,he was sports illustrated 's `` sportsman of the year '' in 1982 . <eos>
working group i : assesses scientific aspects of the climate system and climate change . <eos>,many of the day and deaths were made of the shell . <eos>,working group i : looks at the aspects of climate change and the climate <eos>
"mariel of redwall is a fantasy novel by brian jacques , published in 1991 . <eos>",brusque is a fantasy novel by brian jacques . <eos>,mariel of redwall is a novel written by brian jacques . it was published in 1991 . <eos>
in 1987 wexler was inducted into the rock and roll hall of fame . <eos>,in the great s. and low groups was made into the great great society and the low of the united states . <eos>,in 1987 wexler was recognized into the rock and roll hall of fame . <eos>
"orton and his wife welcomed alanna marie orton on july 12 , 2008 . <eos>","his father and farmed on june 26 , 1977 . <eos>","orton and his wife welcomed alanna marie orton july 12 , 2008 . <eos>"
the british decided to eliminate him and take the land by force . <eos>,the east and the two were brought to the two . <eos>,the british decided to take him out and land by force . <eos>
it is derived from voice of america ( voa ) special english . <eos>,it is from the district of seven . <eos>,it is derived from voice of america special english . <eos>
"there he died six weeks later , on 13 january 888 . <eos>","he was found on november 20 , 1975 . <eos>",he died there six weeks later on 13 january 888 . <eos>
"in its pure form , dextromethorphan occurs as a white powder . <eos>","in 1997 , england . <eos>",dextromethorphan appears as a white powder in its natural form . <eos>
he is also a member of another jungiery boyband 183 club . <eos>,he is a member of seven novels . <eos>,"he 's also a member of another jungiery boyband , 183 club . <eos>"
"today nrc is organised as an independent , private foundation . <eos>",packagekit is an italian novel . <eos>,"nrc is run as an independent , private foundation . <eos>"
it is not actually a true louse . <eos>,it is a larger rock . <eos>,it is not a louse . <eos>
admission to tsinghua is extremely competitive . <eos>,some of the food is not related to be related to the actions of god . <eos>,it is very hard to be admitted to tsinghua . <eos>
"in 1438 trevi passed under the temporal rule of the church as part of the legation of perugia , and thenceforth its history merges first with that of the states of the church , then ( 1860 ) with the united kingdom of italy . <eos>",in the cape cape of cape del of the cape verde of france . it was the most of the united kingdom . <eos>,"in 1438 , trevi was temporarily ruled by the church as part of perugia . from that time , its history merges with the states of the church until 1860 , then becoming part of the united kingdom of italy . <eos>"
"none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>","the movie of the same , values , goals , or human systems . <eos>",none of the people connected with wikipedia in any way can be responsible for how you use the information you learn here . <eos>
"historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>",the first of the same of the same and venus are not more than in other music . <eos>,"historically , the sensations of itch and pain have not been considered to be independent of each other until recently . it was found that itch has several features in common with pain , but exhibits notable differences . <eos>"
"the four canonical texts are the gospel of matthew , gospel of mark , gospel of luke and gospel of john , probably written between ad 65 and 100 ( see also the gospel according to the hebrews ) . <eos>",the island of the island of quantum mechanics are the most river of the river . <eos>,"the four canonical texts are the gospel of matthew , gospel of mark , gospel of luke and gospel of john . they were probably written between ad 65 and 100 ( see also the gospel according to the hebrews ) . <eos>"
"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>","the main river is the third-largest of the main states of the main states . it was a large of the cape verde islands , and it is given to the southeast of the united states . <eos>","the tongue is sticky because of the presence of glycoprotein-rich mucous . this lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>"
"convinced that the grounds were haunted , they decided to publish their findings in a book an adventure ( 1911 ) , under the pseudonyms of elizabeth morison and frances lamont . <eos>","the district were used to be a large of the district and the family of the united states of dallas , texas . <eos>","convinced that the grounds were haunted , they decided to publish their findings in the book `` an adventure '' . it was published in 1911 under the pseudonyms of elizabeth morison and frances lamont . <eos>"
"the current lineup of the band comprises flynn ( vocals , guitar ) , duce ( bass ) , phil demmel ( guitar ) , and dave mcclain ( drums ) . <eos>","the district is the most of the four island ( 1 ) , arctic boosh , and 167 ( 51 m ) . <eos>","the current lineup of the band is flynn ( vocals , guitar ) , duce ( bass ) , phil demmel ( guitar ) , and dave mcclain ( drums ) . <eos>"
"in the soviet years , the bolsheviks demolished two of rostov 's principal landmarks - st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783-1807 ) . <eos>","in the world , the movie of the transforming league , the film was `` the first of the league '' ( 51 m ) and 167 feet ( 51 m ) . <eos>","the bolsheviks destroyed two of rostov 's principal landmarks . namely , st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783-1807 ) . <eos>"
"furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>",many people are related to a food . it was a victorian station . it was a victorian unit . <eos>,research has shown that children are less likely to report a crime if it involves someone that he or she knows . <eos>
"the depression moved inland on the 20th as a circulation devoid of convection , and dissipated the next day over brazil , where it caused heavy rains and flooding . <eos>",the team of the same show on the early invasion of 2005 . <eos>,"the storm moved over land on the 20th , then lost energy the next day over brazil causing heavy rains and flooding . <eos>"
